,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
256,Capitol Hill,47.6238307,-122.318368,The Deluxe Bar and Grill,47.625113816722404,-122.32119603216644,American Restaurant
257,Capitol Hill,47.6238307,-122.318368,Scream Salon,47.62100039896817,-122.32144178589691,Salon / Barbershop
258,Capitol Hill,47.6238307,-122.318368,Ada's Technical Books and Cafe,47.6226861936587,-122.31295126749109,Bookstore
259,Capitol Hill,47.6238307,-122.318368,Spin Cycle,47.62174995241713,-122.3210361925999,Record Shop
260,Capitol Hill,47.6238307,-122.318368,Tacos Chukis,47.62051963308049,-122.32151554380063,Taco Place
261,Capitol Hill,47.6238307,-122.318368,Cook Weaver,47.62510170196056,-122.32178191972945,Restaurant
262,Capitol Hill,47.6238307,-122.318368,Liberty,47.62356128661233,-122.31272839642433,Lounge
263,Capitol Hill,47.6238307,-122.318368,The Grinning Yogi,47.621812,-122.312947,Yoga Studio
264,Capitol Hill,47.6238307,-122.318368,Taneda Sushi In Kaiseki,47.620583,-122.3213,Sushi Restaurant
265,Capitol Hill,47.6238307,-122.318368,Lifelong Thrift Store,47.62142,-122.32065,Thrift / Vintage Store
266,Capitol Hill,47.6238307,-122.318368,La Cocina Santiago,47.622957606215834,-122.32092017774335,Mexican Restaurant
267,Capitol Hill,47.6238307,-122.318368,Nuflours,47.62391104219923,-122.31256778891444,Bakery
268,Capitol Hill,47.6238307,-122.318368,Carrello,47.62504422532193,-122.32073307059183,Italian Restaurant
269,Capitol Hill,47.6238307,-122.318368,Mud Bay,47.62101613890542,-122.32140896372006,Pet Store
270,Capitol Hill,47.6238307,-122.318368,Coastal Kitchen,47.62280358366865,-122.31287788001617,Seafood Restaurant
271,Capitol Hill,47.6238307,-122.318368,Spice Waala,47.62172,-122.31266,Indian Restaurant
272,Capitol Hill,47.6238307,-122.318368,Broadway Shoe Repair,47.62259370208206,-122.32118871692053,Shoe Repair
273,Capitol Hill,47.6238307,-122.318368,Aluel,47.62103509757194,-122.32190901524743,Wine Bar
274,Capitol Hill,47.6238307,-122.318368,Victrola,47.62236368131237,-122.31290701534436,Coffee Shop
275,Capitol Hill,47.6238307,-122.318368,Smith,47.621521383960264,-122.31265956589225,Pub
276,Capitol Hill,47.6238307,-122.318368,Rainbow Natural Remedies,47.62221961803276,-122.31275455050846,Pharmacy
277,Capitol Hill,47.6238307,-122.318368,Rondo,47.620702,-122.320916,Japanese Restaurant
278,Capitol Hill,47.6238307,-122.318368,The Shop Agora,47.62184223664477,-122.312645856179,Wine Shop
279,Capitol Hill,47.6238307,-122.318368,Uncle Ike's Capitol Hill,47.62326899,-122.3128774,Marijuana Dispensary
280,Capitol Hill,47.6238307,-122.318368,Queen Sheba Ethiopian Restaurant,47.62000156404517,-122.32007228522369,Ethiopian Restaurant
281,Capitol Hill,47.6238307,-122.318368,The Red Balloon Company,47.622544081053164,-122.31279332661644,Gift Shop
282,Capitol Hill,47.6238307,-122.318368,Caffe Ladro,47.62301345680476,-122.31276511679478,Coffee Shop
283,Capitol Hill,47.6238307,-122.318368,Rione XIII,47.62206240881666,-122.31280586647924,Italian Restaurant
284,Capitol Hill,47.6238307,-122.318368,Blade And Timber Axe Throwing,47.620255,-122.320435,Sports Bar
285,Capitol Hill,47.6238307,-122.318368,11th Avenue Inn Bed and Breakfast,47.61951038418609,-122.31859001866111,Bed & Breakfast
286,Capitol Hill,47.6238307,-122.318368,Harry's Bar,47.62378646364916,-122.31251217518854,Cocktail Bar
287,Capitol Hill,47.6238307,-122.318368,Villa Escondida,47.620607484743886,-122.3212520454474,Mexican Restaurant
288,Capitol Hill,47.6238307,-122.318368,Nacho Borracho,47.62010605990856,-122.32107430116586,Mexican Restaurant
289,Capitol Hill,47.6238307,-122.318368,The Patio Fine Thai,47.624033863586696,-122.31253387109744,Thai Restaurant
290,Capitol Hill,47.6238307,-122.318368,Americana Restaurant,47.6205777,-122.321265,American Restaurant
291,Capitol Hill,47.6238307,-122.318368,Jamjuree,47.623440763778376,-122.31279767773718,Thai Restaurant
292,Capitol Hill,47.6238307,-122.318368,Kimchi Bistro,47.62053336002733,-122.32132675438797,Korean Restaurant
293,Capitol Hill,47.6238307,-122.318368,the bar,47.623810098684984,-122.31253417973139,Speakeasy
294,Capitol Hill,47.6238307,-122.318368,Hana Restaurant,47.620519806448364,-122.32104099481363,Japanese Restaurant
295,Capitol Hill,47.6238307,-122.318368,Highline,47.620168986838046,-122.32085785419724,Bar
296,Capitol Hill,47.6238307,-122.318368,U.S. Bank ATM,47.61987582853018,-122.32113037165065,ATM
